ward,precinct,reg_voters,total_votes,vote_category,candidate,votes
28,11,501,164,Total,Cori Bush,89
28,11,501,164,Total,Demarco Davidson,1
28,11,501,164,Total,Joshua Shipp,5
28,11,501,164,Total,Lacy Clay,69
28,11,501,0,House Votes,Cori Bush,0
28,11,501,0,House Votes,Demarco Davidson,0
28,11,501,0,House Votes,Joshua Shipp,0
28,11,501,0,House Votes,Lacy Clay,0
28,11,501,0,Provisional,Cori Bush,0
28,11,501,0,Provisional,Demarco Davidson,0
28,11,501,0,Provisional,Joshua Shipp,0
28,11,501,0,Provisional,Lacy Clay,0
28,11,501,16,Absentee,Cori Bush,10
28,11,501,16,Absentee,Demarco Davidson,0
28,11,501,16,Absentee,Joshua Shipp,0
28,11,501,16,Absentee,Lacy Clay,6
28,11,501,148,Polling,Cori Bush,79
28,11,501,148,Polling,Demarco Davidson,1
28,11,501,148,Polling,Joshua Shipp,5
28,11,501,148,Polling,Lacy Clay,63
28,10,1016,394,Total,Cori Bush,198
28,10,1016,394,Total,Demarco Davidson,5
28,10,1016,394,Total,Joshua Shipp,11
28,10,1016,394,Total,Lacy Clay,180
28,10,1016,0,House Votes,Cori Bush,0
28,10,1016,0,House Votes,Demarco Davidson,0
28,10,1016,0,House Votes,Joshua Shipp,0
28,10,1016,0,House Votes,Lacy Clay,0
28,10,1016,0,Provisional,Cori Bush,0
28,10,1016,0,Provisional,Demarco Davidson,0
28,10,1016,0,Provisional,Joshua Shipp,0
28,10,1016,0,Provisional,Lacy Clay,0
28,10,1016,39,Absentee,Cori Bush,15
28,10,1016,39,Absentee,Demarco Davidson,0
28,10,1016,39,Absentee,Joshua Shipp,3
28,10,1016,39,Absentee,Lacy Clay,21
28,10,1016,355,Polling,Cori Bush,183
28,10,1016,355,Polling,Demarco Davidson,5
28,10,1016,355,Polling,Joshua Shipp,8
28,10,1016,355,Polling,Lacy Clay,159
28,9,507,210,Total,Cori Bush,134
28,9,507,210,Total,Demarco Davidson,3
28,9,507,210,Total,Joshua Shipp,10
28,9,507,210,Total,Lacy Clay,63
28,9,507,0,House Votes,Cori Bush,0
28,9,507,0,House Votes,Demarco Davidson,0
28,9,507,0,House Votes,Joshua Shipp,0
28,9,507,0,House Votes,Lacy Clay,0
28,9,507,0,Provisional,Cori Bush,0
28,9,507,0,Provisional,Demarco Davidson,0
28,9,507,0,Provisional,Joshua Shipp,0
28,9,507,0,Provisional,Lacy Clay,0
28,9,507,10,Absentee,Cori Bush,7
28,9,507,10,Absentee,Demarco Davidson,0
28,9,507,10,Absentee,Joshua Shipp,0
28,9,507,10,Absentee,Lacy Clay,3
28,9,507,200,Polling,Cori Bush,127
28,9,507,200,Polling,Demarco Davidson,3
28,9,507,200,Polling,Joshua Shipp,10
28,9,507,200,Polling,Lacy Clay,60
28,8,1033,365,Total,Cori Bush,213
28,8,1033,365,Total,Demarco Davidson,4
28,8,1033,365,Total,Joshua Shipp,7
28,8,1033,365,Total,Lacy Clay,141
28,8,1033,0,House Votes,Cori Bush,0
28,8,1033,0,House Votes,Demarco Davidson,0
28,8,1033,0,House Votes,Joshua Shipp,0
28,8,1033,0,House Votes,Lacy Clay,0
28,8,1033,1,Provisional,Cori Bush,1
28,8,1033,1,Provisional,Demarco Davidson,0
28,8,1033,1,Provisional,Joshua Shipp,0
28,8,1033,1,Provisional,Lacy Clay,0
28,8,1033,25,Absentee,Cori Bush,18
28,8,1033,25,Absentee,Demarco Davidson,0
28,8,1033,25,Absentee,Joshua Shipp,0
28,8,1033,25,Absentee,Lacy Clay,7
28,8,1033,339,Polling,Cori Bush,194
28,8,1033,339,Polling,Demarco Davidson,4
28,8,1033,339,Polling,Joshua Shipp,7
28,8,1033,339,Polling,Lacy Clay,134
28,7,613,240,Total,Cori Bush,118
28,7,613,240,Total,Demarco Davidson,2
28,7,613,240,Total,Joshua Shipp,5
28,7,613,240,Total,Lacy Clay,115
28,7,613,0,House Votes,Cori Bush,0
28,7,613,0,House Votes,Demarco Davidson,0
28,7,613,0,House Votes,Joshua Shipp,0
28,7,613,0,House Votes,Lacy Clay,0
28,7,613,0,Provisional,Cori Bush,0
28,7,613,0,Provisional,Demarco Davidson,0
28,7,613,0,Provisional,Joshua Shipp,0
28,7,613,0,Provisional,Lacy Clay,0
28,7,613,13,Absentee,Cori Bush,7
28,7,613,13,Absentee,Demarco Davidson,0
28,7,613,13,Absentee,Joshua Shipp,0
28,7,613,13,Absentee,Lacy Clay,6
28,7,613,227,Polling,Cori Bush,111
28,7,613,227,Polling,Demarco Davidson,2
28,7,613,227,Polling,Joshua Shipp,5
28,7,613,227,Polling,Lacy Clay,109
28,6,823,344,Total,Cori Bush,187
28,6,823,344,Total,Demarco Davidson,3
28,6,823,344,Total,Joshua Shipp,6
28,6,823,344,Total,Lacy Clay,148
28,6,823,0,House Votes,Cori Bush,0
28,6,823,0,House Votes,Demarco Davidson,0
28,6,823,0,House Votes,Joshua Shipp,0
28,6,823,0,House Votes,Lacy Clay,0
28,6,823,0,Provisional,Cori Bush,0
28,6,823,0,Provisional,Demarco Davidson,0
28,6,823,0,Provisional,Joshua Shipp,0
28,6,823,0,Provisional,Lacy Clay,0
28,6,823,22,Absentee,Cori Bush,10
28,6,823,22,Absentee,Demarco Davidson,0
28,6,823,22,Absentee,Joshua Shipp,0
28,6,823,22,Absentee,Lacy Clay,12
28,6,823,322,Polling,Cori Bush,177
28,6,823,322,Polling,Demarco Davidson,3
28,6,823,322,Polling,Joshua Shipp,6
28,6,823,322,Polling,Lacy Clay,136
28,5,1012,289,Total,Cori Bush,117
28,5,1012,289,Total,Demarco Davidson,4
28,5,1012,289,Total,Joshua Shipp,3
28,5,1012,289,Total,Lacy Clay,165
28,5,1012,0,House Votes,Cori Bush,0
28,5,1012,0,House Votes,Demarco Davidson,0
28,5,1012,0,House Votes,Joshua Shipp,0
28,5,1012,0,House Votes,Lacy Clay,0
28,5,1012,0,Provisional,Cori Bush,0
28,5,1012,0,Provisional,Demarco Davidson,0
28,5,1012,0,Provisional,Joshua Shipp,0
28,5,1012,0,Provisional,Lacy Clay,0
28,5,1012,27,Absentee,Cori Bush,12
28,5,1012,27,Absentee,Demarco Davidson,0
28,5,1012,27,Absentee,Joshua Shipp,0
28,5,1012,27,Absentee,Lacy Clay,15
28,5,1012,262,Polling,Cori Bush,105
28,5,1012,262,Polling,Demarco Davidson,4
28,5,1012,262,Polling,Joshua Shipp,3
28,5,1012,262,Polling,Lacy Clay,150
28,4,515,222,Total,Cori Bush,122
28,4,515,222,Total,Demarco Davidson,2
28,4,515,222,Total,Joshua Shipp,3
28,4,515,222,Total,Lacy Clay,95
28,4,515,0,House Votes,Cori Bush,0
28,4,515,0,House Votes,Demarco Davidson,0
28,4,515,0,House Votes,Joshua Shipp,0
28,4,515,0,House Votes,Lacy Clay,0
28,4,515,0,Provisional,Cori Bush,0
28,4,515,0,Provisional,Demarco Davidson,0
28,4,515,0,Provisional,Joshua Shipp,0
28,4,515,0,Provisional,Lacy Clay,0
28,4,515,29,Absentee,Cori Bush,12
28,4,515,29,Absentee,Demarco Davidson,0
28,4,515,29,Absentee,Joshua Shipp,0
28,4,515,29,Absentee,Lacy Clay,17
28,4,515,193,Polling,Cori Bush,110
28,4,515,193,Polling,Demarco Davidson,2
28,4,515,193,Polling,Joshua Shipp,3
28,4,515,193,Polling,Lacy Clay,78
28,2,458,212,Total,Cori Bush,115
28,2,458,212,Total,Demarco Davidson,2
28,2,458,212,Total,Joshua Shipp,3
28,2,458,212,Total,Lacy Clay,92
28,2,458,0,House Votes,Cori Bush,0
28,2,458,0,House Votes,Demarco Davidson,0
28,2,458,0,House Votes,Joshua Shipp,0
28,2,458,0,House Votes,Lacy Clay,0
28,2,458,0,Provisional,Cori Bush,0
28,2,458,0,Provisional,Demarco Davidson,0
28,2,458,0,Provisional,Joshua Shipp,0
28,2,458,0,Provisional,Lacy Clay,0
28,2,458,21,Absentee,Cori Bush,6
28,2,458,21,Absentee,Demarco Davidson,0
28,2,458,21,Absentee,Joshua Shipp,1
28,2,458,21,Absentee,Lacy Clay,14
28,2,458,191,Polling,Cori Bush,109
28,2,458,191,Polling,Demarco Davidson,2
28,2,458,191,Polling,Joshua Shipp,2
28,2,458,191,Polling,Lacy Clay,78
28,1,700,273,Total,Cori Bush,141
28,1,700,273,Total,Demarco Davidson,3
28,1,700,273,Total,Joshua Shipp,6
28,1,700,273,Total,Lacy Clay,123
28,1,700,0,House Votes,Cori Bush,0
28,1,700,0,House Votes,Demarco Davidson,0
28,1,700,0,House Votes,Joshua Shipp,0
28,1,700,0,House Votes,Lacy Clay,0
28,1,700,0,Provisional,Cori Bush,0
28,1,700,0,Provisional,Demarco Davidson,0
28,1,700,0,Provisional,Joshua Shipp,0
28,1,700,0,Provisional,Lacy Clay,0
28,1,700,23,Absentee,Cori Bush,13
28,1,700,23,Absentee,Demarco Davidson,0
28,1,700,23,Absentee,Joshua Shipp,0
28,1,700,23,Absentee,Lacy Clay,10
28,1,700,250,Polling,Cori Bush,128
28,1,700,250,Polling,Demarco Davidson,3
28,1,700,250,Polling,Joshua Shipp,6
28,1,700,250,Polling,Lacy Clay,113
27,8,652,227,Total,Cori Bush,40
27,8,652,227,Total,Demarco Davidson,5
27,8,652,227,Total,Joshua Shipp,5
27,8,652,227,Total,Lacy Clay,177
27,8,652,0,House Votes,Cori Bush,0
27,8,652,0,House Votes,Demarco Davidson,0
27,8,652,0,House Votes,Joshua Shipp,0
27,8,652,0,House Votes,Lacy Clay,0
27,8,652,0,Provisional,Cori Bush,0
27,8,652,0,Provisional,Demarco Davidson,0
27,8,652,0,Provisional,Joshua Shipp,0
27,8,652,0,Provisional,Lacy Clay,0
27,8,652,19,Absentee,Cori Bush,2
27,8,652,19,Absentee,Demarco Davidson,1
27,8,652,19,Absentee,Joshua Shipp,0
27,8,652,19,Absentee,Lacy Clay,16
27,8,652,208,Polling,Cori Bush,38
27,8,652,208,Polling,Demarco Davidson,4
27,8,652,208,Polling,Joshua Shipp,5
27,8,652,208,Polling,Lacy Clay,161
27,7,1052,412,Total,Cori Bush,103
27,7,1052,412,Total,Demarco Davidson,7
27,7,1052,412,Total,Joshua Shipp,8
27,7,1052,412,Total,Lacy Clay,294
27,7,1052,0,House Votes,Cori Bush,0
27,7,1052,0,House Votes,Demarco Davidson,0
27,7,1052,0,House Votes,Joshua Shipp,0
27,7,1052,0,House Votes,Lacy Clay,0
27,7,1052,2,Provisional,Cori Bush,1
27,7,1052,2,Provisional,Demarco Davidson,0
27,7,1052,2,Provisional,Joshua Shipp,0
27,7,1052,2,Provisional,Lacy Clay,1
27,7,1052,31,Absentee,Cori Bush,5
27,7,1052,31,Absentee,Demarco Davidson,2
27,7,1052,31,Absentee,Joshua Shipp,2
27,7,1052,31,Absentee,Lacy Clay,22
27,7,1052,379,Polling,Cori Bush,97
27,7,1052,379,Polling,Demarco Davidson,5
27,7,1052,379,Polling,Joshua Shipp,6
27,7,1052,379,Polling,Lacy Clay,271
27,6,1092,265,Total,Cori Bush,63
27,6,1092,265,Total,Demarco Davidson,8
27,6,1092,265,Total,Joshua Shipp,4
27,6,1092,265,Total,Lacy Clay,190
27,6,1092,0,House Votes,Cori Bush,0
27,6,1092,0,House Votes,Demarco Davidson,0
27,6,1092,0,House Votes,Joshua Shipp,0
27,6,1092,0,House Votes,Lacy Clay,0
27,6,1092,2,Provisional,Cori Bush,0
27,6,1092,2,Provisional,Demarco Davidson,0
27,6,1092,2,Provisional,Joshua Shipp,0
27,6,1092,2,Provisional,Lacy Clay,2
27,6,1092,17,Absentee,Cori Bush,1
27,6,1092,17,Absentee,Demarco Davidson,3
27,6,1092,17,Absentee,Joshua Shipp,0
27,6,1092,17,Absentee,Lacy Clay,13
27,6,1092,246,Polling,Cori Bush,62
27,6,1092,246,Polling,Demarco Davidson,5
27,6,1092,246,Polling,Joshua Shipp,4
27,6,1092,246,Polling,Lacy Clay,175
27,5,658,151,Total,Cori Bush,20
27,5,658,151,Total,Demarco Davidson,4
27,5,658,151,Total,Joshua Shipp,5
27,5,658,151,Total,Lacy Clay,122
27,5,658,0,House Votes,Cori Bush,0
27,5,658,0,House Votes,Demarco Davidson,0
27,5,658,0,House Votes,Joshua Shipp,0
27,5,658,0,House Votes,Lacy Clay,0
27,5,658,0,Provisional,Cori Bush,0
27,5,658,0,Provisional,Demarco Davidson,0
27,5,658,0,Provisional,Joshua Shipp,0
27,5,658,0,Provisional,Lacy Clay,0
27,5,658,13,Absentee,Cori Bush,0
27,5,658,13,Absentee,Demarco Davidson,0
27,5,658,13,Absentee,Joshua Shipp,0
27,5,658,13,Absentee,Lacy Clay,13
27,5,658,138,Polling,Cori Bush,20
27,5,658,138,Polling,Demarco Davidson,4
27,5,658,138,Polling,Joshua Shipp,5
27,5,658,138,Polling,Lacy Clay,109
27,4,819,170,Total,Cori Bush,26
27,4,819,170,Total,Demarco Davidson,3
27,4,819,170,Total,Joshua Shipp,6
27,4,819,170,Total,Lacy Clay,135
27,4,819,0,House Votes,Cori Bush,0
27,4,819,0,House Votes,Demarco Davidson,0
27,4,819,0,House Votes,Joshua Shipp,0
27,4,819,0,House Votes,Lacy Clay,0
27,4,819,0,Provisional,Cori Bush,0
27,4,819,0,Provisional,Demarco Davidson,0
27,4,819,0,Provisional,Joshua Shipp,0
27,4,819,0,Provisional,Lacy Clay,0
27,4,819,8,Absentee,Cori Bush,0
27,4,819,8,Absentee,Demarco Davidson,0
27,4,819,8,Absentee,Joshua Shipp,0
27,4,819,8,Absentee,Lacy Clay,8
27,4,819,162,Polling,Cori Bush,26
27,4,819,162,Polling,Demarco Davidson,3
27,4,819,162,Polling,Joshua Shipp,6
27,4,819,162,Polling,Lacy Clay,127
27,3,1013,237,Total,Cori Bush,43
27,3,1013,237,Total,Demarco Davidson,5
27,3,1013,237,Total,Joshua Shipp,6
27,3,1013,237,Total,Lacy Clay,183
27,3,1013,0,House Votes,Cori Bush,0
27,3,1013,0,House Votes,Demarco Davidson,0
27,3,1013,0,House Votes,Joshua Shipp,0
27,3,1013,0,House Votes,Lacy Clay,0
27,3,1013,0,Provisional,Cori Bush,0
27,3,1013,0,Provisional,Demarco Davidson,0
27,3,1013,0,Provisional,Joshua Shipp,0
27,3,1013,0,Provisional,Lacy Clay,0
27,3,1013,11,Absentee,Cori Bush,1
27,3,1013,11,Absentee,Demarco Davidson,0
27,3,1013,11,Absentee,Joshua Shipp,0
27,3,1013,11,Absentee,Lacy Clay,10
27,3,1013,226,Polling,Cori Bush,42
27,3,1013,226,Polling,Demarco Davidson,5
27,3,1013,226,Polling,Joshua Shipp,6
27,3,1013,226,Polling,Lacy Clay,173
27,2,786,177,Total,Cori Bush,31
27,2,786,177,Total,Demarco Davidson,3
27,2,786,177,Total,Joshua Shipp,4
27,2,786,177,Total,Lacy Clay,139
27,2,786,0,House Votes,Cori Bush,0
27,2,786,0,House Votes,Demarco Davidson,0
27,2,786,0,House Votes,Joshua Shipp,0
27,2,786,0,House Votes,Lacy Clay,0
27,2,786,1,Provisional,Cori Bush,0
27,2,786,1,Provisional,Demarco Davidson,0
27,2,786,1,Provisional,Joshua Shipp,0
27,2,786,1,Provisional,Lacy Clay,1
27,2,786,5,Absentee,Cori Bush,1
27,2,786,5,Absentee,Demarco Davidson,0
27,2,786,5,Absentee,Joshua Shipp,0
27,2,786,5,Absentee,Lacy Clay,4
27,2,786,171,Polling,Cori Bush,30
27,2,786,171,Polling,Demarco Davidson,3
27,2,786,171,Polling,Joshua Shipp,4
27,2,786,171,Polling,Lacy Clay,134
27,1,1052,346,Total,Cori Bush,74
27,1,1052,346,Total,Demarco Davidson,10
27,1,1052,346,Total,Joshua Shipp,3
27,1,1052,346,Total,Lacy Clay,259
27,1,1052,0,House Votes,Cori Bush,0
27,1,1052,0,House Votes,Demarco Davidson,0
27,1,1052,0,House Votes,Joshua Shipp,0
27,1,1052,0,House Votes,Lacy Clay,0
27,1,1052,2,Provisional,Cori Bush,0
27,1,1052,2,Provisional,Demarco Davidson,0
27,1,1052,2,Provisional,Joshua Shipp,0
27,1,1052,2,Provisional,Lacy Clay,2
27,1,1052,28,Absentee,Cori Bush,4
27,1,1052,28,Absentee,Demarco Davidson,2
27,1,1052,28,Absentee,Joshua Shipp,0
27,1,1052,28,Absentee,Lacy Clay,22
27,1,1052,316,Polling,Cori Bush,70
27,1,1052,316,Polling,Demarco Davidson,8
27,1,1052,316,Polling,Joshua Shipp,3
27,1,1052,316,Polling,Lacy Clay,235
26,6,1076,339,Total,Cori Bush,106
26,6,1076,339,Total,Demarco Davidson,5
26,6,1076,339,Total,Joshua Shipp,10
26,6,1076,339,Total,Lacy Clay,218
26,6,1076,0,House Votes,Cori Bush,0
26,6,1076,0,House Votes,Demarco Davidson,0
26,6,1076,0,House Votes,Joshua Shipp,0
26,6,1076,0,House Votes,Lacy Clay,0
26,6,1076,0,Provisional,Cori Bush,0
26,6,1076,0,Provisional,Demarco Davidson,0
26,6,1076,0,Provisional,Joshua Shipp,0
26,6,1076,0,Provisional,Lacy Clay,0
26,6,1076,45,Absentee,Cori Bush,9
26,6,1076,45,Absentee,Demarco Davidson,1
26,6,1076,45,Absentee,Joshua Shipp,2
26,6,1076,45,Absentee,Lacy Clay,33
26,6,1076,294,Polling,Cori Bush,97
26,6,1076,294,Polling,Demarco Davidson,4
26,6,1076,294,Polling,Joshua Shipp,8
26,6,1076,294,Polling,Lacy Clay,185
26,5,1036,299,Total,Cori Bush,69
26,5,1036,299,Total,Demarco Davidson,13
26,5,1036,299,Total,Joshua Shipp,3
26,5,1036,299,Total,Lacy Clay,214
26,5,1036,0,House Votes,Cori Bush,0
26,5,1036,0,House Votes,Demarco Davidson,0
26,5,1036,0,House Votes,Joshua Shipp,0
26,5,1036,0,House Votes,Lacy Clay,0
26,5,1036,0,Provisional,Cori Bush,0
26,5,1036,0,Provisional,Demarco Davidson,0
26,5,1036,0,Provisional,Joshua Shipp,0
26,5,1036,0,Provisional,Lacy Clay,0
26,5,1036,9,Absentee,Cori Bush,2
26,5,1036,9,Absentee,Demarco Davidson,0
26,5,1036,9,Absentee,Joshua Shipp,0
26,5,1036,9,Absentee,Lacy Clay,7
26,5,1036,290,Polling,Cori Bush,67
26,5,1036,290,Polling,Demarco Davidson,13
26,5,1036,290,Polling,Joshua Shipp,3
26,5,1036,290,Polling,Lacy Clay,207
26,4,1268,419,Total,Cori Bush,122
26,4,1268,419,Total,Demarco Davidson,7
26,4,1268,419,Total,Joshua Shipp,3
26,4,1268,419,Total,Lacy Clay,287
26,4,1268,0,House Votes,Cori Bush,0
26,4,1268,0,House Votes,Demarco Davidson,0
26,4,1268,0,House Votes,Joshua Shipp,0
26,4,1268,0,House Votes,Lacy Clay,0
26,4,1268,0,Provisional,Cori Bush,0
26,4,1268,0,Provisional,Demarco Davidson,0
26,4,1268,0,Provisional,Joshua Shipp,0
26,4,1268,0,Provisional,Lacy Clay,0
26,4,1268,49,Absentee,Cori Bush,6
26,4,1268,49,Absentee,Demarco Davidson,0
26,4,1268,49,Absentee,Joshua Shipp,2
26,4,1268,49,Absentee,Lacy Clay,41
26,4,1268,370,Polling,Cori Bush,116
26,4,1268,370,Polling,Demarco Davidson,7
26,4,1268,370,Polling,Joshua Shipp,1
26,4,1268,370,Polling,Lacy Clay,246
26,3,1760,611,Total,Cori Bush,264
26,3,1760,611,Total,Demarco Davidson,16
26,3,1760,611,Total,Joshua Shipp,8
26,3,1760,611,Total,Lacy Clay,323
26,3,1760,0,House Votes,Cori Bush,0
26,3,1760,0,House Votes,Demarco Davidson,0
26,3,1760,0,House Votes,Joshua Shipp,0
26,3,1760,0,House Votes,Lacy Clay,0
26,3,1760,1,Provisional,Cori Bush,0
26,3,1760,1,Provisional,Demarco Davidson,0
26,3,1760,1,Provisional,Joshua Shipp,1
26,3,1760,1,Provisional,Lacy Clay,0
26,3,1760,50,Absentee,Cori Bush,14
26,3,1760,50,Absentee,Demarco Davidson,2
26,3,1760,50,Absentee,Joshua Shipp,0
26,3,1760,50,Absentee,Lacy Clay,34
26,3,1760,560,Polling,Cori Bush,250
26,3,1760,560,Polling,Demarco Davidson,14
26,3,1760,560,Polling,Joshua Shipp,7
26,3,1760,560,Polling,Lacy Clay,289
26,2,632,187,Total,Cori Bush,38
26,2,632,187,Total,Demarco Davidson,7
26,2,632,187,Total,Joshua Shipp,2
26,2,632,187,Total,Lacy Clay,140
26,2,632,0,House Votes,Cori Bush,0
26,2,632,0,House Votes,Demarco Davidson,0
26,2,632,0,House Votes,Joshua Shipp,0
26,2,632,0,House Votes,Lacy Clay,0
26,2,632,0,Provisional,Cori Bush,0
26,2,632,0,Provisional,Demarco Davidson,0
26,2,632,0,Provisional,Joshua Shipp,0
26,2,632,0,Provisional,Lacy Clay,0
26,2,632,19,Absentee,Cori Bush,1
26,2,632,19,Absentee,Demarco Davidson,2
26,2,632,19,Absentee,Joshua Shipp,0
26,2,632,19,Absentee,Lacy Clay,16
26,2,632,168,Polling,Cori Bush,37
26,2,632,168,Polling,Demarco Davidson,5
26,2,632,168,Polling,Joshua Shipp,2
26,2,632,168,Polling,Lacy Clay,124
26,1,739,291,Total,Cori Bush,70
26,1,739,291,Total,Demarco Davidson,14
26,1,739,291,Total,Joshua Shipp,3
26,1,739,291,Total,Lacy Clay,204
26,1,739,0,House Votes,Cori Bush,0
26,1,739,0,House Votes,Demarco Davidson,0
26,1,739,0,House Votes,Joshua Shipp,0
26,1,739,0,House Votes,Lacy Clay,0
26,1,739,3,Provisional,Cori Bush,1
26,1,739,3,Provisional,Demarco Davidson,0
26,1,739,3,Provisional,Joshua Shipp,0
26,1,739,3,Provisional,Lacy Clay,2
26,1,739,10,Absentee,Cori Bush,0
26,1,739,10,Absentee,Demarco Davidson,0
26,1,739,10,Absentee,Joshua Shipp,0
26,1,739,10,Absentee,Lacy Clay,10
26,1,739,278,Polling,Cori Bush,69
26,1,739,278,Polling,Demarco Davidson,14
26,1,739,278,Polling,Joshua Shipp,3
26,1,739,278,Polling,Lacy Clay,192
25,6,17,7,Total,Cori Bush,4
25,6,17,7,Total,Demarco Davidson,0
25,6,17,7,Total,Joshua Shipp,0
25,6,17,7,Total,Lacy Clay,3
25,6,17,0,House Votes,Cori Bush,0
25,6,17,0,House Votes,Demarco Davidson,0
25,6,17,0,House Votes,Joshua Shipp,0
25,6,17,0,House Votes,Lacy Clay,0
25,6,17,0,Provisional,Cori Bush,0
25,6,17,0,Provisional,Demarco Davidson,0
25,6,17,0,Provisional,Joshua Shipp,0
25,6,17,0,Provisional,Lacy Clay,0
25,6,17,1,Absentee,Cori Bush,0
25,6,17,1,Absentee,Demarco Davidson,0
25,6,17,1,Absentee,Joshua Shipp,0
25,6,17,1,Absentee,Lacy Clay,1
25,6,17,6,Polling,Cori Bush,4
25,6,17,6,Polling,Demarco Davidson,0
25,6,17,6,Polling,Joshua Shipp,0
25,6,17,6,Polling,Lacy Clay,2
25,5,504,125,Total,Cori Bush,58
25,5,504,125,Total,Demarco Davidson,6
25,5,504,125,Total,Joshua Shipp,4
25,5,504,125,Total,Lacy Clay,57
25,5,504,0,House Votes,Cori Bush,0
25,5,504,0,House Votes,Demarco Davidson,0
